LINEAR id,Plinear,Pztf,Pmean,Pratio,NdataLINEAR,L_chi2dof,L_chi2dofR,Lmean_chi2dof,Lmean_chi2dofR,Lmmax,Lampl,NdataZTF,Zchi2dof,Zchi2dofR,Zmean_chi2dof,Zmean_chi2dofR,Zmmax,Zampl,MainPeakL,BlazhkoPeakL,BlazhkoPeriodL,BpowerRatioL,BsignificanceL,MainPeakZ,BlazhkoPeakZ,BlazhkoPeriodZ,BpowerRatioZ,BsignificanceZ,Ampl_diff,dP,IndicatorType,ChiType,BE_score,period_vs_amp
4182729,0.681458,0.681461,0.68146,1.000004,299,1.6,1.1,1.6,1.2,14.93,0.54,1384,4.0,1.2,3.9,1.2,14.95,0.75,1.4674,1.4722,211.8644,0.057,7.4245,1.4674,1.5353,14.746,0.0014,3.7609,0.21,0.0,L,,,
4282396,0.392234,0.392238,0.392236,1.00001,311,11.6,2.4,11.9,2.6,15.25,0.51,885,47.1,5.9,47.3,5.9,15.34,0.54,2.5495,2.5833,29.5465,0.064,13.6785,2.5495,2.555,181.1594,0.0014,13.4329,0.03,1e-05,,Z,5.0,period
4310768,0.496598,0.49659,0.496594,0.999984,482,11.7,2.3,13.9,2.2,14.36,0.82,213,28.2,3.3,35.0,3.8,14.34,1.06,2.0137,2.0476,29.5334,0.0558,17.4656,2.0137,2.0192,181.653,0.0587,29.4096,0.24,2e-05,,Z,10.0,amp
4320492,0.361005,0.360942,0.360974,0.999825,480,15.1,3.7,60.7,8.5,14.44,0.26,290,11.2,1.8,59.3,7.9,14.41,0.29,2.77,2.8039,29.5116,0.0479,22.7361,2.7705,2.7761,180.9955,0.0204,18.423,0.03,0.00017,,L,7.0,period
4359545,0.514304,0.514305,0.514304,1.000002,278,19.8,2.9,19.8,2.9,15.32,0.69,773,77.5,7.8,77.6,7.9,15.28,0.93,1.9444,2.0028,17.1086,0.0432,4.3282,1.9444,1.9736,34.2524,0.014,24.0481,0.24,0.0,,Z,7.0,amp
4546177,0.536335,0.536311,0.536323,0.999955,255,20.2,3.3,22.8,3.3,15.09,0.76,182,80.0,5.4,102.4,5.8,15.04,1.04,1.8645,1.9337,14.4592,0.1093,8.5173,1.8646,1.9336,14.4812,0.0181,11.3299,0.28,4e-05,,Z,16.0,period
4547090,0.612285,0.612341,0.612313,1.000091,511,5.5,1.1,29.5,2.8,14.94,0.9,279,7.5,2.3,49.4,4.5,14.94,0.8,1.6332,1.6671,29.5116,0.0977,15.5603,1.6331,1.6386,182.1494,0.0455,18.4388,0.1,9e-05,,Z,7.0,period
4551971,0.532348,0.532366,0.532357,1.000034,291,1.9,1.1,3.2,1.2,15.4,0.98,582,53.4,3.7,77.8,4.1,15.3,1.24,1.8785,1.9406,16.1005,0.0805,6.6127,1.8784,1.9406,16.0862,0.0133,17.5356,0.26,3e-05,,Z,6.0,period
4586691,0.621459,0.621446,0.621452,0.999979,582,5.7,2.0,6.1,2.0,15.24,0.42,809,18.1,3.4,17.9,3.5,15.19,0.44,1.6091,1.6431,29.4681,0.0228,10.1345,1.6092,1.612,346.0208,0.0599,5.4645,0.02,2e-05,,Z,8.0,period
4804945,0.556172,0.556217,0.556194,1.000081,279,12.5,2.5,13.0,2.8,15.49,0.58,889,100.5,7.8,101.2,7.4,15.47,0.56,1.798,1.8683,14.2268,0.0349,6.1948,1.7979,1.8017,258.3979,0.0033,11.3557,0.02,8e-05,,Z,9.0,period
4912051,0.571577,0.571435,0.571506,0.999752,638,9.4,2.1,24.7,2.9,15.61,0.63,311,133.5,8.2,193.3,10.5,15.75,0.7,1.7495,1.7835,29.4855,0.0387,11.1132,1.75,1.7528,356.5062,0.009,14.0683,0.07,0.00025,,Z,10.0,period
5037484,0.622999,0.622996,0.622998,0.999995,376,3.2,1.4,3.1,1.4,15.04,0.89,47,1.3,1.1,1.3,1.0,15.11,0.74,1.6051,1.6405,28.3046,0.0461,8.5066,1.6051,1.6237,53.8938,0.0586,6.9242,0.15,0.0,Z,,,
5272753,0.485827,0.485831,0.485829,1.000008,601,1.5,0.9,1.5,1.0,15.43,1.09,801,7.2,1.6,7.5,1.7,15.4,1.03,2.0583,2.0861,35.9777,0.0533,14.7049,2.0583,2.0613,337.8378,0.0397,14.6723,0.06,1e-05,L,,,
5308437,0.46268,0.462679,0.46268,0.999998,365,88.0,3.7,88.0,3.7,14.07,0.92,634,16.6,2.5,16.7,2.5,13.86,1.08,2.1613,2.2406,12.6119,0.0695,15.6799,2.1613,2.2407,12.6056,0.0168,13.7483,0.16,0.0,,L,7.0,amp
5421989,0.53451,0.534527,0.534518,1.000032,288,0.8,0.8,0.9,0.8,16.38,0.76,2670,13.5,2.5,18.9,2.4,16.21,0.85,1.8709,1.9414,14.1884,0.0538,8.7567,1.8708,1.9368,15.1561,0.0186,17.6914,0.09,3e-05,,Z,5.0,period
5530643,0.490349,0.490334,0.490342,0.999969,545,1.8,0.9,2.8,1.0,15.71,1.24,658,14.7,2.2,28.6,2.1,15.74,0.98,2.0394,2.0733,29.4768,0.1302,18.253,2.0394,2.0424,339.5586,0.042,11.1214,0.26,3e-05,,Z,6.0,period
5592590,0.346945,0.34698,0.346962,1.000101,603,2.3,1.2,12.7,3.5,15.23,0.35,48,2.0,1.1,3.4,1.8,15.21,0.29,2.8823,2.9162,29.529,0.0308,23.2322,2.882,2.9438,16.1799,0.0338,7.146,0.06,0.0001,,,5.0,period
5931160,0.6647,0.664708,0.664704,1.000012,587,0.9,0.8,0.9,0.8,15.17,0.35,658,1.3,1.1,1.3,1.1,15.11,0.33,1.5044,1.5383,29.5421,0.0822,14.5345,1.5044,1.5078,293.6858,0.1278,7.5407,0.02,1e-05,Z,,,
6022777,0.495745,0.495724,0.495734,0.999958,572,8.2,1.6,16.9,1.6,15.19,1.01,328,44.3,4.2,78.7,4.2,15.16,1.34,2.0172,2.0244,138.6963,0.0572,13.0042,2.0173,2.0245,138.6001,0.0202,24.102,0.33,4e-05,,Z,7.0,period
6248770,0.486017,0.486023,0.48602,1.000012,516,11.0,2.0,11.5,1.9,15.16,0.88,228,80.4,3.7,86.3,4.0,15.05,1.22,2.0575,2.0941,27.356,0.0505,13.9266,2.0575,2.0849,36.5631,0.0065,11.5118,0.34,1e-05,,Z,10.0,amp
6582265,0.691751,0.691749,0.69175,0.999997,282,12.4,2.9,12.5,3.0,14.45,0.56,214,18.1,3.7,17.9,3.6,14.57,0.73,1.4456,1.4796,29.4594,0.0668,7.4612,1.4456,1.4566,91.4077,0.008,10.1171,0.17,0.0,,Z,10.0,amp
6651516,0.308488,0.308496,0.308492,1.000026,426,2.1,1.3,3.5,1.7,15.25,0.36,448,60.9,5.8,64.2,5.2,15.25,0.48,3.2416,3.2755,29.4724,0.0439,26.5685,3.2415,3.3595,8.4767,0.0031,12.7208,0.12,3e-05,,Z,6.0,period
6665721,0.643318,0.643325,0.643322,1.000011,536,1.3,1.0,1.3,1.0,16.19,0.46,44,3.6,1.7,3.8,1.6,16.16,0.45,1.5544,1.5883,29.5159,0.0563,13.0861,1.5544,1.5669,79.968,0.1235,5.372,0.01,1e-05,Z,,,
6819457,0.436282,0.436265,0.436274,0.999961,325,32.5,3.6,39.8,3.9,15.03,0.95,1358,121.2,9.6,136.2,10.4,15.11,0.79,2.2921,2.295,346.0208,0.0669,9.4986,2.2922,2.3005,120.048,0.0205,11.7902,0.16,4e-05,,Z,16.0,period
6837232,0.553226,0.553223,0.553224,0.999995,339,9.4,2.2,8.7,2.1,14.4,0.82,445,5.8,2.0,5.8,2.0,14.31,0.87,1.8076,1.8105,344.2341,0.0693,9.1164,1.8076,1.8601,19.0531,0.0432,5.609,0.05,1e-05,,Z,8.0,period
6883239,0.563711,0.563712,0.563711,1.000002,305,15.1,2.9,15.1,2.9,14.35,0.79,66,10.6,2.5,10.6,2.5,14.45,0.56,1.774,1.8444,14.1935,0.0929,7.2619,1.774,1.7769,336.7003,0.0472,10.2268,0.23,0.0,,Z,10.0,amp
6967017,0.529691,0.529677,0.529684,0.999974,323,13.3,2.3,15.2,2.3,14.63,0.63,231,70.6,6.9,79.5,7.1,14.57,0.96,1.8879,1.9218,29.4724,0.0791,14.2362,1.8879,1.9467,17.0111,0.0095,13.6909,0.33,3e-05,,Z,9.0,period
7048826,0.317781,0.31779,0.317786,1.000028,535,4.0,1.4,8.0,1.9,14.93,0.5,597,55.3,5.9,62.3,4.9,14.93,0.46,3.1468,3.1807,29.4942,0.0464,26.9053,3.1467,3.1497,338.4095,0.0254,16.6105,0.04,3e-05,,Z,5.0,period
7254801,0.561133,0.561071,0.561102,0.99989,310,2.2,1.3,5.7,1.8,15.88,0.63,334,48.4,5.5,104.3,7.0,15.91,0.8,1.7821,1.8527,14.1563,0.055,6.4741,1.7823,1.7872,205.3388,0.005,9.6841,0.17,0.00011,,Z,9.0,period
7279621,0.415469,0.415467,0.415468,0.999995,324,5.0,1.9,5.1,1.9,15.59,0.38,728,26.7,4.6,26.8,4.7,15.6,0.33,2.4069,2.5166,9.1183,0.0311,5.3593,2.4069,2.4145,131.3198,0.0023,12.2092,0.05,0.0,,Z,5.0,period
7283275,0.543342,0.543331,0.543336,0.99998,297,8.4,2.2,11.2,2.3,14.86,0.88,722,14.3,3.6,13.8,3.3,14.81,0.84,1.8405,1.9216,12.3259,0.1038,8.202,1.8405,1.9216,12.3259,0.0149,9.3361,0.04,2e-05,,Z,8.0,period
7344401,0.330201,0.330226,0.330214,1.000076,397,5.9,1.8,9.5,2.3,15.15,0.36,1164,22.0,2.7,36.4,3.8,15.12,0.48,3.0285,3.13,9.8449,0.0174,8.5404,3.0282,3.0393,89.9281,0.0016,19.5173,0.12,8e-05,,Z,13.0,period
7411461,0.467033,0.482633,0.474833,1.033402,552,2.4,1.0,34.9,4.8,15.83,1.09,165,393.4,13.8,580.1,25.6,16.16,0.97,2.1412,2.1751,29.4811,0.0736,14.6889,2.072,2.0908,52.9942,0.0096,5.2163,0.12,0.03285,,Z,8.0,period
7580734,0.314956,0.314957,0.314956,1.000003,387,4.1,2.0,4.1,2.0,15.46,0.38,354,13.7,4.0,13.9,3.9,15.45,0.38,3.175,3.2089,29.5596,0.0295,16.956,3.175,3.1805,181.9836,0.0156,23.2702,0.0,0.0,,Z,8.0,period
7585538,0.63039,0.630397,0.630394,1.000011,293,0.9,0.8,0.9,0.8,16.31,0.36,367,1.6,1.2,1.5,1.2,16.28,0.3,1.5863,1.6202,29.5552,0.0578,7.291,1.5863,1.5918,182.1494,0.0641,23.3741,0.06,1e-05,Z,,,
7657340,0.49548,0.495493,0.495486,1.000026,482,11.8,2.3,12.4,2.3,15.67,0.79,511,31.0,4.0,32.5,4.3,15.68,0.73,2.0182,2.0274,109.1703,0.0294,9.7739,2.0182,2.0259,129.9545,0.0385,15.1915,0.06,3e-05,,Z,11.0,period
7707014,0.455242,0.455243,0.455242,1.000002,485,13.8,3.0,13.8,3.0,14.57,0.96,341,11.6,2.0,13.5,2.0,14.65,1.12,2.1966,2.2936,10.313,0.0431,10.0661,2.1966,2.2021,182.8154,0.0209,20.1865,0.16,0.0,,Z,10.0,amp
7811366,0.489523,0.489521,0.489522,0.999996,253,11.4,2.0,11.5,2.0,15.18,0.81,1119,62.0,4.7,62.2,4.7,15.07,1.08,2.0428,2.1151,13.8293,0.0483,5.9174,2.0428,2.0629,49.8504,0.0083,26.4856,0.27,0.0,,Z,7.0,amp
7827663,0.390832,0.390832,0.390832,1.0,385,17.7,3.4,17.7,3.4,14.93,0.32,345,26.2,4.5,26.2,4.5,14.83,0.4,2.5586,2.5925,29.5334,0.0264,14.7403,2.5586,2.5641,182.6484,0.0144,21.0938,0.08,0.0,,Z,13.0,amp
7836810,0.547266,0.547317,0.547292,1.000093,362,11.9,3.5,14.0,3.7,15.48,0.46,324,25.8,3.7,30.7,3.8,15.56,0.44,1.8273,1.8611,29.5247,0.0352,8.609,1.8271,1.8326,182.4818,0.0202,18.289,0.02,9e-05,,L,9.0,period
7846640,0.551495,0.551518,0.551506,1.000042,447,5.3,1.5,6.0,1.4,16.05,0.76,178,109.1,9.2,119.4,8.4,16.21,0.81,1.8133,1.8942,12.3472,0.0616,8.0539,1.8132,1.8236,96.0615,0.0061,7.4412,0.05,4e-05,,Z,5.0,period
7856049,0.541363,0.541368,0.541366,1.000009,253,9.8,2.2,10.5,2.5,14.4,0.73,79,8.0,2.2,7.9,2.1,14.53,0.46,1.8472,1.9249,12.865,0.0993,9.6066,1.8472,1.85,349.6503,0.0633,15.9413,0.27,1e-05,,Z,10.0,amp
7908628,0.549017,0.549028,0.549022,1.00002,263,1.8,1.1,2.5,1.2,15.27,0.88,711,2.9,1.4,5.3,1.6,15.24,0.82,1.8214,1.8442,43.9657,0.0674,7.1387,1.8214,1.8249,286.533,0.0041,12.2706,0.06,2e-05,L,,,
8036191,0.36386,0.363893,0.363877,1.000091,438,7.8,2.2,24.0,2.9,15.0,0.4,175,10.9,1.6,26.7,4.0,14.91,0.6,2.7483,2.7822,29.5116,0.0398,17.86,2.7481,2.8768,7.7688,0.0057,5.4954,0.2,9e-05,,L,8.0,period
8052673,0.562206,0.562212,0.562209,1.000011,285,14.3,2.4,15.3,2.4,14.68,0.93,400,18.9,3.5,20.3,3.7,14.67,0.91,1.7787,1.7992,48.7092,0.0439,5.8433,1.7787,1.7842,180.3427,0.0074,9.3553,0.02,1e-05,,Z,8.0,period
8130793,0.640631,0.64051,0.64057,0.999811,256,17.3,3.4,24.7,4.5,14.72,0.35,229,4.4,1.8,20.4,3.1,14.68,0.58,1.561,1.5998,25.7334,0.0537,5.1508,1.5613,1.5642,336.1345,0.0264,13.3673,0.23,0.00019,,L,9.0,period
8222011,0.35092,0.350914,0.350917,0.999983,264,5.2,2.0,5.3,2.0,15.59,0.46,729,25.2,4.8,25.7,4.9,15.63,0.35,2.8497,2.8923,23.4247,0.0281,8.14,2.8497,2.8532,284.495,0.0019,13.0052,0.11,2e-05,,Z,6.0,amp
8311517,0.523354,0.523359,0.523356,1.00001,331,11.4,1.8,11.5,1.8,15.3,0.74,257,48.6,3.6,50.4,3.7,15.21,0.99,1.9108,1.9567,21.7533,0.0446,9.2461,1.9107,1.9567,21.7439,0.0149,18.7973,0.25,1e-05,,Z,10.0,amp
8331094,0.267543,0.267549,0.267546,1.000022,430,4.1,2.1,5.3,2.3,15.12,0.35,301,9.7,3.3,11.7,3.6,15.07,0.39,3.7377,3.7716,29.4985,0.0298,21.6892,3.7376,3.7431,182.6484,0.0195,22.0613,0.04,2e-05,,Z,8.0,period
8342007,0.469585,0.469589,0.469587,1.000009,491,9.2,2.0,9.1,1.8,14.91,0.93,208,26.8,3.4,29.4,3.5,14.75,1.28,2.1295,2.1634,29.577,0.0653,12.4369,2.1295,2.193,15.7629,0.0083,14.0777,0.35,1e-05,,Z,10.0,amp
8343291,0.569785,0.569791,0.569788,1.000011,474,31.4,3.3,31.8,3.2,14.95,0.7,288,63.3,5.1,63.5,5.1,14.88,0.68,1.755,1.7888,29.6121,0.0427,11.3625,1.755,1.7605,181.4882,0.0139,10.6149,0.02,1e-05,,Z,12.0,period
8405435,0.666743,0.666737,0.66674,0.999991,260,1.1,0.9,1.0,0.9,15.49,0.67,572,3.0,1.0,2.5,0.9,15.45,0.95,1.4998,1.5056,172.5626,0.0853,7.0839,1.4998,1.5056,173.3102,0.0088,17.6487,0.28,1e-05,L,,,
8610884,0.592421,0.592429,0.592425,1.000014,277,6.3,2.2,6.3,2.2,15.48,0.45,806,35.5,4.3,35.6,4.3,15.39,0.46,1.688,1.7144,37.843,0.0504,9.1348,1.688,1.7101,45.0958,0.006,14.6403,0.01,1e-05,L,,,
8610949,0.583834,0.583869,0.583852,1.00006,252,10.8,2.3,18.9,2.6,15.13,0.53,82,14.7,2.6,12.2,2.8,15.14,0.43,1.7128,1.7466,29.5596,0.0729,8.0238,1.7127,1.7447,31.2549,0.0224,7.6274,0.1,6e-05,,Z,13.0,period
8640362,0.33272,0.344192,0.338456,1.034479,444,12.6,4.1,12.6,3.9,15.73,1.28,279,3.7,1.6,62.9,10.4,15.78,0.33,3.0055,3.0373,31.4367,0.0118,6.9057,2.9054,2.9109,180.8318,0.0162,21.5187,0.95,0.0339,,L,9.0,period
8738578,0.631217,0.631243,0.63123,1.000041,277,0.7,0.7,0.7,0.7,16.44,0.32,641,8.9,2.9,10.4,3.2,16.54,0.44,1.5842,1.6228,25.937,0.0653,5.0496,1.5842,1.5891,204.7083,0.0028,13.2658,0.12,4e-05,,Z,5.0,period
8745173,0.489914,0.490045,0.48998,1.000267,296,6.0,1.9,15.9,3.1,15.94,0.71,201,41.5,4.8,252.6,13.2,15.74,1.11,2.0412,2.1152,13.5071,0.0741,11.7373,2.0406,2.0786,26.3089,0.0095,15.4284,0.4,0.00027,,Z,11.0,period
8799313,0.32756,0.327542,0.327551,0.999945,280,1.3,1.1,1.8,1.1,16.18,0.47,785,3.9,1.6,10.3,2.8,16.15,0.4,3.0529,3.0766,42.1941,0.0282,11.7564,3.053,3.0565,289.8551,0.0021,11.9305,0.07,5e-05,,,5.0,period
8907563,0.513164,0.513164,0.513164,1.0,259,2.8,1.1,2.8,1.1,16.13,0.77,382,38.4,4.6,38.4,4.6,16.09,0.8,1.9487,1.9757,37.0508,0.082,8.2394,1.9487,1.9757,36.9686,0.0328,21.8457,0.03,0.0,L,,,
9014689,0.554951,0.554951,0.554951,1.0,281,14.4,2.2,14.4,2.2,15.24,0.58,176,15.7,3.2,15.7,3.2,15.23,0.53,1.802,1.8729,14.1004,0.0466,6.3167,1.802,1.8048,355.2398,0.0307,10.9336,0.05,0.0,,Z,8.0,period
9063194,0.575781,0.57576,0.57577,0.999964,467,16.1,2.4,24.1,2.9,14.73,0.83,283,24.2,3.1,30.0,3.6,14.79,0.65,1.7368,1.7707,29.4898,0.0781,17.0849,1.7368,1.7424,179.3722,0.0134,14.056,0.18,4e-05,,Z,12.0,period
9142645,0.355706,0.355701,0.355704,0.999986,269,2.2,1.4,2.3,1.3,16.07,0.34,229,31.4,5.8,32.3,5.7,16.07,0.51,2.8113,2.8457,29.0782,0.0237,9.3219,2.8114,2.907,10.4504,0.0056,13.3329,0.17,1e-05,,Z,5.0,amp
9227464,0.352865,0.352858,0.352862,0.99998,352,34.4,4.4,35.0,4.3,14.93,0.3,494,26.6,4.9,28.6,5.2,14.9,0.42,2.8339,2.9184,11.8399,0.0181,7.5471,2.834,2.8786,22.4014,0.0043,16.1214,0.12,2e-05,,Z,13.0,amp
9236215,0.35257,0.352572,0.352571,1.000006,444,4.2,1.8,4.2,1.7,16.19,0.42,133,13.9,2.8,13.9,2.9,16.21,0.33,2.8363,2.8702,29.5508,0.0352,17.7326,2.8363,2.8391,352.1127,0.0414,22.477,0.09,1e-05,,Z,9.0,amp
9449335,0.47572,0.475695,0.475707,0.999947,257,15.1,2.0,31.2,3.2,15.24,0.89,506,49.0,5.0,110.2,6.0,15.16,1.15,2.1021,2.1359,29.5465,0.1036,11.6301,2.1022,2.1519,20.1045,0.0201,25.436,0.26,5e-05,,Z,11.0,period
9532981,0.591,0.591042,0.591021,1.000071,282,7.4,1.7,10.2,2.2,16.0,0.59,320,68.0,6.2,72.0,6.7,16.06,0.39,1.692,1.6948,357.7818,0.0979,6.5416,1.6919,1.7055,73.6648,0.0066,7.6992,0.2,7e-05,,Z,9.0,period
9756199,0.657727,0.657671,0.657699,0.999915,277,1.2,1.0,2.3,1.5,16.37,0.4,281,7.6,2.2,36.5,5.3,16.29,0.54,1.5204,1.5373,59.0145,0.0837,9.0009,1.5205,1.538,57.1755,0.0036,11.2294,0.14,9e-05,L,,,
9818617,0.626065,0.626066,0.626065,1.000002,267,0.9,0.8,0.9,0.8,16.12,0.76,62,2.0,1.0,1.9,0.9,16.12,0.62,1.5973,1.6048,133.6005,0.0798,6.3692,1.5973,1.6001,352.7337,0.0598,10.4412,0.14,0.0,L,,,
9852554,0.651339,0.651367,0.651353,1.000043,339,1.1,1.0,1.6,1.1,16.42,0.67,217,46.6,4.5,50.6,5.5,16.53,0.75,1.5353,1.557,46.0617,0.0544,7.4618,1.5352,1.6001,15.4048,0.0257,6.829,0.08,4e-05,L,,,
9854852,0.668734,0.668735,0.668734,1.000001,294,2.3,0.8,2.3,0.8,15.04,0.65,65,1.7,1.2,1.8,1.2,15.09,0.55,1.4954,1.5012,171.3796,0.0733,11.4712,1.4954,1.5269,31.6857,0.0326,7.2602,0.1,0.0,L,,,
9856232,0.626142,0.626129,0.626136,0.999979,335,24.3,3.4,25.0,3.3,14.98,0.83,281,105.2,8.9,106.4,8.6,15.11,0.58,1.5971,1.6337,27.3187,0.0657,5.0604,1.5971,1.6027,180.5054,0.0074,11.0651,0.25,2e-05,,Z,14.0,amp
9918809,0.47946,0.479509,0.479484,1.000102,265,7.8,1.9,8.3,2.2,15.81,0.6,601,161.8,11.6,169.8,11.9,15.72,0.58,2.0857,2.1556,14.3113,0.0438,5.8301,2.0855,2.099,73.7735,0.007,11.8408,0.02,0.0001,,Z,9.0,period
9961135,0.590896,0.590891,0.590894,0.999992,296,2.6,1.1,2.7,1.1,15.58,0.57,71,4.7,1.8,4.7,1.7,15.56,0.45,1.6923,1.7099,57.0288,0.0961,7.3855,1.6924,1.6977,186.2197,0.0318,7.71,0.12,1e-05,L,,,
9964640,0.636584,0.636595,0.63659,1.000017,260,2.6,1.2,2.8,1.2,15.7,0.5,69,1.1,0.8,1.2,0.9,15.8,0.34,1.5709,1.5878,59.1017,0.0621,10.2793,1.5709,1.6053,29.0149,0.026,7.8686,0.16,2e-05,L,,,
9968431,0.302266,0.302211,0.302238,0.999818,273,2.8,1.7,7.3,2.3,16.08,0.32,323,7.4,2.2,47.0,7.5,16.04,0.38,3.3083,3.4584,6.666,0.0295,5.9893,3.3089,3.4607,6.588,0.0191,9.3307,0.06,0.00018,,Z,7.0,period
9979905,0.338739,0.338739,0.338739,1.0,457,7.9,2.5,7.9,2.5,14.72,0.46,220,11.3,2.3,11.3,2.3,14.69,0.69,2.9521,2.986,29.5072,0.0354,19.9321,2.9521,2.9788,37.5023,0.0051,20.0293,0.23,0.0,,Z,10.0,amp
9983939,0.448081,0.448054,0.448068,0.99994,466,10.4,2.3,12.2,2.6,15.2,0.37,69,2.5,1.5,3.2,1.5,15.22,0.28,2.2317,2.2656,29.5465,0.0439,17.9771,2.2319,2.2374,179.6945,0.0276,8.0367,0.09,6e-05,,L,7.0,period
