ID,Frequency,Period,N
0.0,8.067304826515976,0.07864571529255673,2197.0
1.0,2.4896581803642905,0.6558410678903216,39.0
2.0,2.8008597040441177,0.05350989482539678,1404.0
3.0,1.7332816051340616,0.645009104283852,1995.0
4.0,1.6234671180005786,0.5784310282025359,1533.0
5.0,7.25027962007884,0.20831456334805254,2084.0
6.0,5.356412760388336e-05,0.024233776139451917,1803.0
7.0,1.834624934560609,0.6273759033573836,2052.0
8.0,2.7901018427586806,0.7802344133356306,2065.0
9.0,2.013421992502372,0.6020985358789882,2146.0
10.0,1.6379374579991492,0.5129035831441925,2084.0
11.0,3.52477863772416,0.2966342969055394,1949.0
12.0,1.755620673736128,0.6173896904989234,1681.0
13.0,3.507763387526114,0.8521387129252204,1113.0
14.0,1.597346742648643,0.43287406528947225,1960.0
15.0,1.0376300590213232,0.5973561380817394,38.0
16.0,2.18116030936172,0.6694456137862412,572.0
17.0,1.5300276203513672,0.4293435468831403,574.0
18.0,1.5916194704394053,0.4607518295268214,653.0
19.0,1.5037764305093826,0.41126315230671545,657.0
20.0,3.4035428574838007,0.8643029313216244,704.0
22.0,2.962999302282901,0.8403867281640905,553.0
23.0,1.4898017021053922,0.49948126793833125,549.0
24.0,3.3400593243130925,0.8289821209354691,3769.0
25.0,8.133683300652569,0.1063513232345504,589.0
26.0,2.96288325991212,0.08536868070250445,846.0
27.0,1.6230213416905241,0.4690195927731564,1878.0
28.0,7.151361846390168,0.2547673246314283,4456.0
29.0,8.200416617671191,0.11399831016126542,1909.0
30.0,2.545161006454017,0.7127067278247889,1920.0
31.0,1.8155720833316693,0.530925772752721,1915.0
32.0,1.95147380412448,0.6339490146460867,1946.0
33.0,1.5945611044183385,0.3912423865780115,3161.0
34.0,0.6824852349859496,0.8327973684812203,25.0
35.0,1.6433611634713576,0.2614189276172696,658.0
36.0,4.131247455343122,0.25326197398884964,667.0
37.0,3.9723777871395023,0.017897010541845955,1442.0
38.0,3.5568396747275357,0.7545960584281676,656.0
39.0,1.9820827022538465,0.5917610692363774,1463.0
40.0,1.4521872317186013,0.5508734862948104,553.0
41.0,5.514695347548281,0.4773371415098939,1374.0
42.0,9.74418699960563,0.06393281951662134,500.0
44.0,7.2514965090526005,0.2423137051261908,1373.0
45.0,19.16441145719682,0.6181048134788718,547.0
46.0,7.589056300579983,0.16524557654573724,514.0
47.0,2.669498963350542,0.8902359739536797,550.0
49.0,2.584942029625968,0.46535962570717293,91.0
50.0,7.160438445453083,0.2182350022810443,1141.0
51.0,2.1309780259842945,0.6317773883046106,55.0
52.0,1.8391873159890313,0.5724041636222484,1085.0
53.0,1.8086226706607784,0.5552509581648634,1132.0
54.0,2.0439262974324093,0.6367122036822871,1911.0
55.0,2.585377220895052,0.8251445188986778,1131.0
56.0,1.7031773327032318,0.5528529291664721,478.0
57.0,3.0777125723739567,0.8151125182926787,1036.0
58.0,3.2221441915067253,0.8691352045298623,56.0
59.0,6.515802611235576,0.03540191835780644,1032.0
60.0,5.546681598097945,0.7896891018805081,1097.0
61.0,2.115282434514658,0.6679649400837484,686.0
62.0,1.8475515962199924,0.6317555265580411,2018.0
63.0,2.627172579156368,0.5420459325268369,2135.0
65.0,1.7249793156690547,0.5194378176584785,1176.0
66.0,2.5187533645225506,0.6390393590804186,88.0
67.0,5.013759002526073,0.042733160213903144,1157.0
68.0,3.2605224334499874,0.8116521798290908,913.0
69.0,8.097177676085819,0.07642463870155139,1493.0
70.0,2.193073868670817,0.6315718941184741,2796.0
71.0,7.881395380745934,0.1815074159377196,748.0
72.0,1.5610886577807999,0.4050611928723874,1376.0
73.0,3.0847368979328893,0.8373315390408126,490.0
74.0,1.8841796436697615,0.6261928181673809,656.0
76.0,3.0559445774142135,0.7672135177461368,120.0
77.0,0.004674941319501141,0.0600194901660158,548.0
78.0,1.754822513459181,0.49684945084558463,549.0
79.0,5.991657826514814,0.029559949725236147,1282.0
80.0,1.627588532960122,0.4603313429804688,509.0
81.0,1.6800234523471627,0.482288753952694,547.0
82.0,1.6386526124165384,0.6247527223393797,1441.0
83.0,6.528819673625698,0.2573272191059291,1481.0
84.0,7.969028082038649,0.1838456228771681,1487.0
85.0,3.243149872779501,0.8439491740246836,1451.0
86.0,1.7882221018857196,0.5362285368791636,2768.0
87.0,23.778061516882342,0.615490327613553,1476.0
88.0,1.6121497739737916,0.38276645187755276,1318.0
89.0,7.498049751806226,0.06946848568526792,1479.0
90.0,1.80060771762202,0.6041517351669766,59.0
91.0,7.461661455666439,0.1074895631616304,3408.0
92.0,1.614845742225349,0.5709790069748625,1611.0
93.0,7.8465554885652695,0.1667967495261098,2076.0
94.0,0.0002678206380194168,0.0517291595565577,1924.0
95.0,6.9965999117468485,0.09422500888927994,2023.0
96.0,7.049521269819485,0.263691907826446,2015.0
97.0,1.916327129819217,0.5786186321270496,1659.0
98.0,7.238174127240362,0.08095243936905312,2100.0
99.0,6.504452707322368,0.17533230381814735,2062.0
100.0,7.296666154583803,0.11011345405076157,2072.0
101.0,2.923905033513181,0.8228963815537836,1963.0
102.0,1.4526055764897128,0.5311597964882192,2078.0
103.0,0.00048156368485035965,0.02908971470380721,1927.0
104.0,2.5679073198872846,0.4479974597388425,64.0
105.0,4.403067352097937,0.5462041328334416,31.0
106.0,2.7448594965709554,0.6419428969416964,2015.0
107.0,2.0103143559458734,0.6299313107565055,1993.0
108.0,1.7499616630547494,0.5657502413263511,4184.0
109.0,1.8121241460919035,0.5762323906800929,1997.0
110.0,3.3868114879484907,0.8294637029619193,751.0
111.0,4.627025002655495,0.030000058350824133,1366.0
112.0,3.7425955664819983,0.8113441866592237,667.0
113.0,1.6528953470735188,0.5909855201223594,663.0
114.0,1.9630241282898795,0.5943601442626899,1012.0
115.0,8.579806960269282,0.06948580855616261,548.0
116.0,2.0517618896840464,0.6249778553643828,553.0
117.0,1.0010285269078936,0.05327940133310279,551.0
118.0,7.6405198997534205,0.20632153458383198,548.0
120.0,2.7075379074300883,0.4329669556513181,60.0
121.0,1.5513694988203104,0.5385262660898705,4522.0
122.0,1.9243880807967852,0.6576905029323168,2612.0
123.0,2.261069993766154,0.8637995397190793,28.0
124.0,1.7904533609251962,0.6339850967383973,95.0
125.0,2.0871150268112206,0.6435772507504014,4517.0
126.0,3.9625466612806743,0.020678676945796035,4501.0
127.0,3.55008467571802,0.8252419861207678,1935.0
128.0,7.015359112508158,0.302518025883307,2374.0
129.0,1.6806334455995953,0.5513166565411501,1946.0
130.0,3.910384749662424,0.22459442157817858,1886.0
131.0,2.4975418995620484,0.5954339629310993,1890.0
132.0,6.367637674516998,0.24666226801150268,1944.0
133.0,4.693885485196718,0.49227492443276133,2329.0
134.0,1.8928959270280308,0.5806720662896455,3376.0
135.0,6.486940684686049,0.2114130496812498,677.0
136.0,2.1213472523351133,0.7084181205941941,1086.0
137.0,3.0476855956108757,0.7120782478970094,550.0
139.0,2.062831290969302,0.6178501786826489,536.0
140.0,38.63693558301563,0.023502398311501506,1159.0
141.0,1.7824422817146246,0.5055517631687544,553.0
142.0,1.7361254768295538,0.5110536807474438,1096.0
143.0,1.9090034005809353,0.6431298067018931,1087.0
144.0,3.311123893374666,0.8110738062253481,1099.0
145.0,1.405383841066985,0.5710360439574946,1089.0
146.0,1.7435253383300782,0.5347839226413845,1093.0
147.0,7.505525450133266,0.08791730805608514,577.0
148.0,1.5685025271872401,0.5898162968212067,1066.0
149.0,5.761246334059204,0.14602514031021865,494.0
150.0,3.0258613806120835,0.7919787888176564,613.0
152.0,1.0037535162246156,0.21577231401451513,612.0
153.0,1.893669160281842,0.5525839913881898,496.0
154.0,1.5820386331349467,0.38758061334298666,895.0
155.0,5.601950190396708,0.22553670154330768,502.0
156.0,5.991696465257761,0.04142527684686894,1219.0
157.0,1.348109407306915,0.340238759329084,498.0
158.0,1.330063721443598,0.5292143262365439,497.0
159.0,7.3969437730286325,0.09821963727288138,729.0
160.0,9.761393396401377,0.03755899044248277,722.0
161.0,8.085806770735642,0.16015364306721233,722.0
162.0,8.011669101790527,0.248521754359688,61.0
163.0,1.6458434357071712,0.4690735812308021,724.0
164.0,9.989156562750747,0.036848489126825895,716.0
166.0,5.9810811226023555,0.05163192930604633,596.0
167.0,1.6808781022642911,0.5629654764511928,2040.0
168.0,2.05524771074888,0.5647402352184234,270.0
169.0,4.3391310075452365,0.6818589951690416,35.0
170.0,2.1424418296832854,0.6409051020300486,491.0
171.0,1.6292139305468019,0.5842059637787566,495.0
172.0,2.9759806528936488,0.7576697942757731,497.0
173.0,1.5801643006098725,0.34998228247274915,559.0
174.0,7.000598259600592,0.29324117566682545,468.0
175.0,2.291521539549701,0.6549007414182383,2042.0
176.0,1.786254363476383,0.5442541395582634,488.0
177.0,3.6349704312951405,0.7478154433208032,492.0
178.0,2.1574339574620844,0.6525331466649473,606.0
179.0,1.5821662495460107,0.5315003484182559,495.0
181.0,6.512935082103807,0.27646364712270427,498.0
182.0,3.3526843452903936,0.20109154087800604,497.0
184.0,2.9068804628322678,0.8462568951924699,1051.0
185.0,4.025707455204172,0.04882695518525548,1068.0
186.0,3.0778198116140962,0.8511357437740789,1051.0
187.0,2.1249434019428657,0.6731200926434937,401.0
188.0,3.7564002882420717,0.7161201663938589,398.0
189.0,1.460330352595075,0.5934237055058283,1020.0
190.0,0.00011590534895389601,0.750608956341046,29.0
191.0,1.7836326369714774,0.4674439502170038,402.0
192.0,5.8560668058994345,0.20346937142070531,1083.0
193.0,3.6755808632906692,0.8353064149913105,40.0
194.0,7.206530556971936,0.11142386961863435,1076.0
195.0,1.9487657605180928,0.5752365617226833,54.0
196.0,6.056818663439951,0.0489627617171241,1146.0
197.0,3.006827434641969,0.022375585559621127,1086.0
198.0,2.246370088041228,0.6473466969367138,2154.0
199.0,7.659632593224435,0.4674423363317236,41.0
201.0,5.013759002526073,0.03738003468798264,1213.0
202.0,1.3656242638020315,0.4907801597553901,1159.0
203.0,7.054393822573099,0.17811557118180144,1160.0
204.0,1.731842557483286,0.6148186462451418,1227.0
205.0,1.2175283740293192,0.8508552472135764,1232.0
206.0,1.3786399163223728,0.4980973653092807,1073.0
207.0,1.5833177150971842,0.5592175242215741,1123.0
208.0,1.7354791547508386,0.6147067673838529,658.0
209.0,2.37044576066685,0.7084074302631256,1229.0
210.0,6.838523419884852,0.23454733377537035,1101.0
211.0,1.9243586921005056,0.6518839140317525,590.0
212.0,1.9936350521824504,0.695458341336162,909.0
213.0,0.5406411501007453,0.5689835722762048,1229.0
214.0,1.8486249064785676,0.5808386038202136,1186.0
215.0,5.361907700718361e-05,0.050255218516474284,1417.0
216.0,5.958234704375137,0.2601461687978863,880.0
217.0,1.6076864064269945,0.46217769793868624,718.0
218.0,3.10652881500562,0.8554028703029063,727.0
219.0,7.1632855600208085,0.0728708682737751,709.0
220.0,3.49120740513639,0.8488668150002286,726.0
